EVENT_ID,TARGET_LEVEL,TARGET_ID,IMPACT_DIRECTION,DEMAND_MULTIPLIER,IMPACT_STRENGTH,APPLY_MODE
EV010,SUBCATEGORY,SUBCAT-0097,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV010,CATEGORY,CAT-015,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV011,SUBCATEGORY,SUBCAT-0097,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-015,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,SUBCATEGORY,SUBCAT-0117,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-036,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-021,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,SUBCATEGORY,SUBCAT-0170,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-033,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-037,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-058,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV011,CATEGORY,CAT-009,POSITIVE,2.6,HIGH,MULTIPLICATIVE
EV012,CATEGORY,CAT-023,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,SUBCATEGORY,SUBCAT-0031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,CATEGORY,CAT-065,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,CATEGORY,CAT-039,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,SUBCATEGORY,SUBCAT-0161,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,CATEGORY,CAT-021,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,CATEGORY,CAT-031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV012,SUBCATEGORY,SUBCAT-0036,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV013,SUBCATEGORY,SUBCAT-0031,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-023,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-039,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-067,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,SUBCATEGORY,SUBCAT-0161,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-021,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-031,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV013,CATEGORY,CAT-009,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0058,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0059,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,CATEGORY,CAT-016,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,CATEGORY,CAT-023,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0141,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV014,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-025,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-001,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-002,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-003,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-037,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,SUBCATEGORY,SUBCAT-0161,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,SUBCATEGORY,SUBCAT-0055,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,SUBCATEGORY,SUBCAT-0081,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,SUBCATEGORY,SUBCAT-0193,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV015,CATEGORY,CAT-021,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV016,CATEGORY,CAT-039,POSITIVE,3.1,HIGH,MULTIPLICATIVE
EV016,CATEGORY,CAT-009,POSITIVE,3.1,HIGH,MULTIPLICATIVE
EV016,CATEGORY,CAT-025,POSITIVE,3.1,HIGH,MULTIPLICATIVE
EV016,SUBCATEGORY,SUBCAT-0036,POSITIVE,3.1,HIGH,MULTIPLICATIVE
EV016,CATEGORY,CAT-031,POSITIVE,3.1,HIGH,MULTIPLICATIVE
EV017,CATEGORY,CAT-012,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV017,CATEGORY,CAT-064,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV017,SUBCATEGORY,SUBCAT-0195,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV018,CATEGORY,CAT-010,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV018,SUBCATEGORY,SUBCAT-0034,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV018,CATEGORY,CAT-048,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV019,SUBCATEGORY,SUBCAT-0038,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV019,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV019,CATEGORY,CAT-059,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV019,CATEGORY,CAT-010,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV019,SUBCATEGORY,SUBCAT-0117,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV019,CATEGORY,CAT-048,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV020,SUBCATEGORY,SUBCAT-0126,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV020,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV020,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV020,SUBCATEGORY,SUBCAT-0009,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV020,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV021,SUBCATEGORY,SUBCAT-0032,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV021,CATEGORY,CAT-059,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV021,CATEGORY,CAT-010,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV021,CATEGORY,CAT-048,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV021,SUBCATEGORY,SUBCAT-0117,POSITIVE,3.0,HIGH,MULTIPLICATIVE
EV022,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,CATEGORY,CAT-010,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,SUBCATEGORY,SUBCAT-0141,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,CATEGORY,CAT-041,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,SUBCATEGORY,SUBCAT-0029,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,CATEGORY,CAT-008,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,CATEGORY,CAT-048,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV022,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,CATEGORY,CAT-010,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0059,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,CATEGORY,CAT-016,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0029,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,CATEGORY,CAT-008,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0141,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,CATEGORY,CAT-041,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0106,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0173,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV023,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV024,CATEGORY,CAT-026,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV024,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV024,SUBCATEGORY,SUBCAT-0106,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV024,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV024,SUBCATEGORY,SUBCAT-0121,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV025,CATEGORY,CAT-039,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV025,CATEGORY,CAT-026,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV025,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV025,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV025,CATEGORY,CAT-031,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0058,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0059,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV026,CATEGORY,CAT-016,POSITIVE,1.7,MEDIUM,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0141,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV026,SUBCATEGORY,SUBCAT-0143,NEGATIVE,0.35,HIGH,MULTIPLICATIVE
EV027,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV027,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV028,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV028,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV028,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV029,SUBCATEGORY,SUBCAT-0192,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,CATEGORY,CAT-064,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,SUBCATEGORY,SUBCAT-0077,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,SUBCATEGORY,SUBCAT-0020,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,SUBCATEGORY,SUBCAT-0097,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,CATEGORY,CAT-015,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,CATEGORY,CAT-028,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,CATEGORY,CAT-036,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV029,CATEGORY,CAT-044,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV030,SUBCATEGORY,SUBCAT-0020,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV030,SUBCATEGORY,SUBCAT-0097,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV030,CATEGORY,CAT-015,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV030,SUBCATEGORY,SUBCAT-0077,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV030,SUBCATEGORY,SUBCAT-0192,POSITIVE,1.5,MEDIUM,MULTIPLICATIVE
EV031,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,SUBCATEGORY,SUBCAT-0059,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,CATEGORY,CAT-016,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,CATEGORY,CAT-026,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,CATEGORY,CAT-039,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,CATEGORY,CAT-031,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV031,SUBCATEGORY,SUBCAT-0173,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV032,CATEGORY,CAT-039,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV032,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV032,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV032,SUBCATEGORY,SUBCAT-0121,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV033,SUBCATEGORY,SUBCAT-0009,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,CATEGORY,CAT-039,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,SUBCATEGORY,SUBCAT-0082,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,CATEGORY,CAT-023,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,CATEGORY,CAT-031,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV033,SUBCATEGORY,SUBCAT-0121,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV034,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV034,SUBCATEGORY,SUBCAT-0142,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV034,CATEGORY,CAT-026,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV034,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV034,CATEGORY,CAT-039,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV034,CATEGORY,CAT-031,POSITIVE,2.3,HIGH,MULTIPLICATIVE
EV035,SUBCATEGORY,SUBCAT-0009,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,SUBCATEGORY,SUBCAT-0141,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,CATEGORY,CAT-041,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,SUBCATEGORY,SUBCAT-0142,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,SUBCATEGORY,SUBCAT-0032,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,CATEGORY,CAT-031,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,SUBCATEGORY,SUBCAT-0077,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV035,CATEGORY,CAT-042,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV036,CATEGORY,CAT-026,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV036,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV037,SUBCATEGORY,SUBCAT-0029,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-008,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,SUBCATEGORY,SUBCAT-0031,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-010,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-001,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-002,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-003,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-066,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV037,CATEGORY,CAT-031,POSITIVE,1.6,MEDIUM,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0029,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,CATEGORY,CAT-008,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0144,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0079,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0092,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,CATEGORY,CAT-031,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV038,CATEGORY,CAT-021,POSITIVE,2.0,HIGH,MULTIPLICATIVE
EV039,CATEGORY,CAT-010,POSITIVE,1.9,MEDIUM,MULTIPLICATIVE
EV040,CATEGORY,CAT-039,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV040,CATEGORY,CAT-031,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV040,CATEGORY,CAT-036,POSITIVE,2.8,HIGH,MULTIPLICATIVE
EV041,CATEGORY,CAT-010,POSITIVE,2.5,HIGH,MULTIPLICATIVE
EV042,CATEGORY,CAT-026,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV042,SUBCATEGORY,SUBCAT-0040,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV042,SUBCATEGORY,SUBCAT-0058,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV042,SUBCATEGORY,SUBCAT-0059,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV042,CATEGORY,CAT-016,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV042,SUBCATEGORY,SUBCAT-0173,POSITIVE,2.2,HIGH,MULTIPLICATIVE
EV043,CATEGORY,CAT-007,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,CATEGORY,CAT-001,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,CATEGORY,CAT-002,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,CATEGORY,CAT-003,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,CATEGORY,CAT-025,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,CATEGORY,CAT-065,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV043,SUBCATEGORY,SUBCAT-0189,POSITIVE,1.8,MEDIUM,MULTIPLICATIVE
EV044,SUBCATEGORY,SUBCAT-0082,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV044,SUBCATEGORY,SUBCAT-0173,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV044,SUBCATEGORY,SUBCAT-0032,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV044,CATEGORY,CAT-031,POSITIVE,1.4,MEDIUM,MULTIPLICATIVE
EV045,CATEGORY,CAT-023,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,SUBCATEGORY,SUBCAT-0031,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,SUBCATEGORY,SUBCAT-0037,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,CATEGORY,CAT-009,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,CATEGORY,CAT-039,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,SUBCATEGORY,SUBCAT-0133,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,CATEGORY,CAT-021,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,SUBCATEGORY,SUBCAT-0126,POSITIVE,2.4,HIGH,MULTIPLICATIVE
EV045,CATEGORY,CAT-031,POSITIVE,2.4,HIGH,MULTIPLICATIVE
