Customer_ID,Loyalty_Tier,Region
CUST-00133,None,South
CUST-00134,Silver,North
CUST-00135,Gold,South
CUST-00136,Gold,East
CUST-00137,None,East
CUST-00138,None,South
CUST-00139,None,West
CUST-00140,Gold,East
CUST-00141,None,South
CUST-00142,None,East
CUST-00143,None,South
CUST-00144,Silver,West
CUST-00145,None,North
CUST-00146,Silver,South
CUST-00147,None,West
CUST-00148,None,South
CUST-00149,None,South
CUST-00150,Gold,West
CUST-00151,None,North
CUST-00152,None,South
CUST-00153,None,East
CUST-00154,Silver,South
CUST-00155,None,West
CUST-00156,Silver,South
CUST-00157,None,North
CUST-00158,None,East
CUST-00159,None,North
CUST-00160,None,East
CUST-00161,Silver,West
CUST-00162,Gold,North
CUST-00163,None,North
CUST-00164,None,West
CUST-00165,None,North
CUST-00166,None,East
CUST-00167,Silver,East
CUST-00168,None,South
CUST-00169,Silver,West
CUST-00170,None,East
CUST-00171,None,East
CUST-00172,Silver,West
CUST-00173,None,North
CUST-00174,None,East
CUST-00175,Silver,East
CUST-00176,None,North
CUST-00177,None,East
CUST-00178,None,West
CUST-00179,None,South
CUST-00180,None,West
CUST-00181,None,South
CUST-00182,None,East
CUST-00183,None,South
CUST-00184,None,North
CUST-00185,None,South
CUST-00186,None,North
CUST-00187,Silver,East
CUST-00188,None,East
CUST-00189,None,North
CUST-00190,None,West
CUST-00191,None,West
CUST-00192,None,South
CUST-00193,Silver,South
CUST-00194,Silver,West
CUST-00195,Silver,East
CUST-00196,Silver,South
CUST-00197,None,North
CUST-00198,None,West
CUST-00199,Silver,North
CUST-00200,None,North
CUST-00201,Silver,South
CUST-00202,Silver,East
CUST-00203,None,North
CUST-00204,Silver,South
CUST-00205,Silver,North
CUST-00206,Silver,North
CUST-00207,Silver,West
CUST-00208,None,West
CUST-00209,Silver,West
CUST-00210,Silver,East
CUST-00211,Silver,West
CUST-00212,None,West
CUST-00213,Silver,West
CUST-00214,None,South
CUST-00215,Silver,South
CUST-00216,Gold,West
CUST-00217,Silver,North
CUST-00218,Gold,North
CUST-00219,None,East
CUST-00220,None,South
CUST-00221,None,East
CUST-00222,Silver,South
CUST-00223,None,East
CUST-00224,None,South
CUST-00225,None,East
CUST-00226,Silver,East
CUST-00227,None,West
CUST-00228,Silver,West
CUST-00229,None,East
CUST-00230,None,West
CUST-00231,Silver,North
CUST-00232,None,West
CUST-00233,Silver,North
CUST-00234,None,East
CUST-00235,Silver,South
CUST-00236,None,South
CUST-00237,Silver,North
CUST-00238,None,South
CUST-00239,Silver,West
CUST-00240,None,West
CUST-00241,Silver,West
CUST-00242,Silver,West
CUST-00243,Silver,West
CUST-00244,None,East
CUST-00245,None,West
CUST-00246,None,South
CUST-00247,None,West
CUST-00248,Silver,North
CUST-00249,None,South
CUST-00250,Silver,North
CUST-00251,Silver,South
CUST-00252,Silver,East
CUST-00253,Silver,South
CUST-00254,Gold,North
CUST-00255,Silver,West
CUST-00256,Silver,East
CUST-00257,Silver,South
CUST-00258,Silver,West
CUST-00259,None,North
CUST-00260,None,West
CUST-00261,Silver,South
CUST-00262,Silver,North
CUST-00263,None,South
CUST-00264,None,West
CUST-00265,None,West
CUST-00266,None,South
CUST-00267,Silver,West
CUST-00268,None,West
CUST-00269,None,South
CUST-00270,None,South
CUST-00271,None,North
CUST-00272,None,East
CUST-00273,Gold,South
CUST-00274,None,West
CUST-00275,Silver,West
CUST-00276,None,North
CUST-00277,Silver,East
CUST-00278,None,South
CUST-00279,None,North
CUST-00280,None,West
CUST-00281,None,East
CUST-00282,None,West
CUST-00283,Silver,South
CUST-00284,None,South
CUST-00285,None,North
CUST-00286,None,North
CUST-00287,None,West
CUST-00288,Silver,South
CUST-00289,Gold,East
CUST-00290,None,North
CUST-00291,None,South
CUST-00292,None,West
CUST-00293,Silver,South
CUST-00294,Silver,North
CUST-00295,None,West
CUST-00296,None,West
CUST-00297,None,East
CUST-00298,Silver,South
CUST-00299,None,East
CUST-00300,None,South
CUST-00301,Silver,South
CUST-00302,Silver,South
CUST-00303,Silver,North
CUST-00304,None,East
CUST-00305,Gold,West
CUST-00306,Silver,West
CUST-00307,None,West
CUST-00308,Gold,East
CUST-00309,None,South
CUST-00310,Silver,North
CUST-00311,None,South
CUST-00312,None,North
CUST-00313,None,North
CUST-00314,None,East
CUST-00315,Silver,East
CUST-00316,None,South
CUST-00317,Gold,West
CUST-00318,None,West
CUST-00319,Silver,West
CUST-00320,Silver,North
CUST-00321,Silver,North
CUST-00322,Gold,South
CUST-00323,None,East
CUST-00324,Silver,South
CUST-00325,None,North
CUST-00326,Silver,South
CUST-00327,Silver,South
CUST-00328,Silver,South
CUST-00329,None,South
CUST-00330,None,West
CUST-00331,None,North
CUST-00332,None,South
CUST-00333,Gold,South
CUST-00334,None,East
CUST-00335,None,South
CUST-00336,None,South
CUST-00337,Silver,North
CUST-00338,Silver,North
CUST-00339,Silver,South
CUST-00340,None,East
CUST-00341,None,South
CUST-00342,None,East
CUST-00343,None,West
CUST-00344,None,North
CUST-00345,None,East
CUST-00346,Silver,South
CUST-00347,Silver,North
CUST-00348,None,North
CUST-00349,None,East
CUST-00350,Gold,East
CUST-00351,None,West
CUST-00352,None,South
CUST-00353,Gold,West
CUST-00354,None,West
CUST-00355,None,East
CUST-00356,None,West
CUST-00357,Silver,West
CUST-00358,Silver,South
CUST-00359,Silver,South
CUST-00360,None,South
CUST-00361,Silver,West
CUST-00362,Silver,North
CUST-00363,None,West
CUST-00364,None,North
CUST-00365,None,West
CUST-00366,None,West
CUST-00367,Silver,South
CUST-00368,Silver,North
CUST-00369,None,East
CUST-00370,None,South
CUST-00371,None,West
CUST-00372,Silver,East
CUST-00373,None,South
CUST-00374,None,East
CUST-00375,Silver,West
CUST-00376,Gold,East
CUST-00377,Silver,West
CUST-00378,Gold,South
CUST-00379,Silver,North
CUST-00380,Silver,South
CUST-00381,None,South
CUST-00382,None,North
CUST-00383,Silver,East
CUST-00384,Silver,North
CUST-00385,None,North
CUST-00386,None,East
CUST-00387,None,North
CUST-00388,None,South
CUST-00389,Silver,East
CUST-00390,Gold,South
CUST-00391,Silver,East
CUST-00392,Gold,South
CUST-00393,Silver,South
CUST-00394,Gold,West
CUST-00395,Silver,West
CUST-00396,None,South
CUST-00397,None,West
CUST-00398,None,South
CUST-00399,Silver,North
CUST-00400,None,East
CUST-00401,None,East
CUST-00402,None,North
CUST-00403,None,South
CUST-00404,Silver,West
CUST-00405,None,East
CUST-00406,None,South
CUST-00407,None,East
CUST-00408,None,East
CUST-00409,Silver,East
CUST-00410,None,South
CUST-00411,Silver,South
CUST-00412,None,East
CUST-00413,Gold,East
CUST-00414,None,West
CUST-00415,Silver,East
CUST-00416,None,East
CUST-00417,Silver,East
CUST-00418,None,North
CUST-00419,None,East
CUST-00420,Silver,West
CUST-00421,None,East
CUST-00422,None,East
CUST-00423,Gold,East
CUST-00424,None,South
CUST-00425,Silver,North
CUST-00426,None,North
CUST-00427,Silver,East
CUST-00428,None,North
CUST-00429,None,West
CUST-00430,None,South
CUST-00431,Silver,West
CUST-00432,None,South
CUST-00433,Silver,East
CUST-00434,None,South
CUST-00435,None,North
CUST-00436,Gold,West
CUST-00437,None,South
CUST-00438,None,North
CUST-00439,None,West
CUST-00440,None,South
CUST-00441,None,East
CUST-00442,None,East
CUST-00443,None,South
CUST-00444,None,North
CUST-00445,Gold,South
CUST-00446,None,East
CUST-00447,None,South
CUST-00448,Silver,South
CUST-00449,None,North
CUST-00450,None,West
CUST-00451,None,South
CUST-00452,None,North
CUST-00453,Silver,East
CUST-00454,Gold,West
CUST-00455,None,East
CUST-00456,None,North
CUST-00457,Silver,East
CUST-00458,None,East
CUST-00459,Silver,South
CUST-00460,None,North
CUST-00461,None,East
CUST-00462,None,West
CUST-00463,Gold,South
CUST-00464,Gold,South
CUST-00465,Silver,South
CUST-00466,Silver,West
CUST-00467,Silver,West
CUST-00468,None,West
CUST-00469,None,South
CUST-00470,None,South
CUST-00471,None,North
CUST-00472,Silver,East
CUST-00473,Silver,West
CUST-00474,Silver,North
CUST-00475,Silver,East
CUST-00476,None,South
CUST-00477,None,South
CUST-00478,None,East
CUST-00479,None,West
CUST-00480,None,East
CUST-00481,None,East
CUST-00482,None,South
CUST-00483,Silver,North
CUST-00484,None,East
CUST-00485,None,West
CUST-00486,None,West
CUST-00487,None,South
CUST-00488,None,West
CUST-00489,None,North
CUST-00490,None,East
CUST-00491,None,East
CUST-00492,None,East
CUST-00493,None,East
CUST-00494,None,North
CUST-00495,Silver,East
CUST-00496,None,West
CUST-00497,Silver,East
CUST-00498,Silver,South
CUST-00499,None,South
CUST-00500,None,West
CUST-00501,Silver,East
CUST-00502,None,South
CUST-00503,Gold,South
CUST-00504,Silver,North
CUST-00505,None,East
CUST-00506,Silver,South
CUST-00507,None,North
CUST-00508,None,North
CUST-00509,Silver,South
CUST-00510,None,West
CUST-00511,Silver,East
CUST-00512,Gold,South
CUST-00513,None,North
CUST-00514,None,East
CUST-00515,None,North
CUST-00516,None,South
CUST-00517,None,West
CUST-00518,None,East
CUST-00519,Silver,South
CUST-00520,Silver,North
CUST-00521,None,West
CUST-00522,Gold,West
CUST-00523,None,South
CUST-00524,None,East
CUST-00525,Gold,East
CUST-00526,None,West
CUST-00527,None,South
CUST-00528,None,East
CUST-00529,Silver,North
CUST-00530,None,North
CUST-00531,None,South
CUST-00532,Gold,West
CUST-00533,None,North
CUST-00534,Silver,South
CUST-00535,Silver,North
CUST-00536,None,West
CUST-00537,Silver,West
CUST-00538,None,South
CUST-00539,None,North
CUST-00540,None,South
CUST-00541,Silver,North
CUST-00542,Gold,South
CUST-00543,Gold,West
CUST-00544,None,West
CUST-00545,None,South
CUST-00546,None,West
CUST-00547,None,West
CUST-00548,Gold,North
CUST-00549,Silver,West
CUST-00550,None,East
CUST-00551,Gold,North
CUST-00552,None,North
CUST-00553,None,West
CUST-00554,None,West
CUST-00555,Silver,North
CUST-00556,None,West
CUST-00557,Silver,East
CUST-00558,None,South
CUST-00559,None,North
CUST-00560,None,North
CUST-00561,None,South
CUST-00562,None,South
CUST-00563,None,South
CUST-00564,Silver,West
CUST-00565,None,East
CUST-00566,None,West
CUST-00567,Silver,North
CUST-00568,None,West
CUST-00569,None,East
CUST-00570,Silver,South
CUST-00571,Gold,North
CUST-00572,None,East
CUST-00573,Silver,South
CUST-00574,Silver,East
CUST-00575,None,North
CUST-00576,Silver,East
CUST-00577,Gold,North
CUST-00578,None,North
CUST-00579,None,South
CUST-00580,None,East
CUST-00581,None,West
CUST-00582,None,South
CUST-00583,None,North
CUST-00584,None,East
CUST-00585,Silver,West
CUST-00586,None,East
CUST-00587,None,South
CUST-00588,None,North
CUST-00589,None,South
CUST-00590,None,East
CUST-00591,Gold,West
CUST-00592,None,West
CUST-00593,Silver,South
CUST-00594,None,South
CUST-00595,None,North
CUST-00596,Silver,West
CUST-00597,None,West
CUST-00598,None,South
CUST-00599,Gold,North
CUST-00600,None,South
CUST-00601,None,East
CUST-00602,Silver,South
CUST-00603,None,West
CUST-00604,None,East
CUST-00605,Gold,East
CUST-00606,Silver,West
CUST-00607,None,East
CUST-00608,Silver,West
CUST-00609,Gold,North
CUST-00610,Gold,West
CUST-00611,Gold,West
CUST-00612,Silver,West
CUST-00613,Gold,South
CUST-00614,Gold,North
CUST-00615,Gold,North
CUST-00616,Silver,North
CUST-00617,None,South
CUST-00618,None,East
CUST-00619,Silver,South
CUST-00620,None,South
CUST-00621,None,South
CUST-00622,Silver,East
CUST-00623,Silver,West
CUST-00624,None,North
CUST-00625,Silver,North
CUST-00626,None,North
CUST-00627,None,South
CUST-00628,Silver,South
CUST-00629,Silver,East
CUST-00630,Gold,West
CUST-00631,None,South
CUST-00632,None,North
CUST-00633,None,North
CUST-00634,Silver,East
CUST-00635,None,South
CUST-00636,None,East
CUST-00637,None,South
CUST-00638,None,South
CUST-00639,Silver,North
CUST-00640,Silver,North
CUST-00641,Silver,East
CUST-00642,None,West
CUST-00643,Silver,South
CUST-00644,Silver,East
CUST-00645,None,North
CUST-00646,Gold,West
CUST-00647,None,North
CUST-00648,None,South
CUST-00649,None,North
CUST-00650,Gold,North
CUST-00651,None,North
CUST-00652,None,West
CUST-00653,Silver,South
CUST-00654,None,North
CUST-00655,None,West
CUST-00656,Silver,East
CUST-00657,Gold,North
CUST-00658,None,East
CUST-00659,None,West
CUST-00660,Silver,South
CUST-00661,None,South
CUST-00662,Gold,North
CUST-00663,None,North
CUST-00664,None,North
CUST-00665,None,North
CUST-00666,Gold,South
CUST-00667,Silver,East
CUST-00668,None,North
CUST-00669,None,West
CUST-00670,None,South
CUST-00671,Silver,South
CUST-00672,None,South
CUST-00673,None,East
CUST-00674,Silver,North
CUST-00675,Gold,West
CUST-00676,None,East
CUST-00677,None,South
CUST-00678,None,East
CUST-00679,Silver,East
CUST-00680,Silver,North
CUST-00681,None,South
CUST-00682,None,West
CUST-00683,None,West
CUST-00684,None,South
CUST-00685,Gold,North
CUST-00686,Silver,East
CUST-00687,Silver,East
CUST-00688,Silver,North
CUST-00689,Silver,North
CUST-00690,None,East
CUST-00691,None,West
CUST-00692,Silver,West
CUST-00693,Silver,West
CUST-00694,Gold,North
CUST-00695,None,South
CUST-00696,None,West
CUST-00697,None,East
CUST-00698,None,North
CUST-00699,Silver,North
CUST-00700,None,North
CUST-00701,None,West
CUST-00702,Silver,North
CUST-00703,None,South
CUST-00704,Gold,North
CUST-00705,None,South
CUST-00706,None,North
CUST-00707,Silver,South
CUST-00708,Silver,East
CUST-00709,Silver,South
CUST-00710,None,East
CUST-00711,None,East
CUST-00712,Silver,South
CUST-00713,None,South
CUST-00714,None,East
CUST-00715,Silver,South
CUST-00716,Silver,North
CUST-00717,Silver,North
CUST-00718,None,East
CUST-00719,None,East
CUST-00720,None,North
CUST-00721,None,North
CUST-00722,None,West
CUST-00723,None,West
CUST-00724,None,East
CUST-00725,Silver,South
CUST-00726,None,South
CUST-00727,Gold,East
CUST-00728,None,West
CUST-00729,None,West
CUST-00730,None,West
CUST-00731,Silver,East
CUST-00732,None,North
CUST-00733,Silver,North
CUST-00734,None,East
CUST-00735,None,East
CUST-00736,Silver,West
CUST-00737,None,West
CUST-00738,None,North
CUST-00739,Silver,West
CUST-00740,None,South
CUST-00741,None,East
CUST-00742,None,East
CUST-00743,None,West
CUST-00744,None,North
CUST-00745,None,South
CUST-00746,None,East
CUST-00747,None,West
CUST-00748,Silver,North
CUST-00749,Gold,West
CUST-00750,None,West
CUST-00751,None,South
CUST-00752,None,East
CUST-00753,None,East
CUST-00754,None,West
CUST-00755,None,South
CUST-00756,None,East
CUST-00757,None,East
CUST-00758,None,South
CUST-00759,None,West
CUST-00760,None,East
CUST-00761,None,North
CUST-00762,Gold,East
CUST-00763,None,South
CUST-00764,None,North
CUST-00765,None,South
CUST-00766,None,North
CUST-00767,Silver,East
CUST-00768,None,North
CUST-00769,None,East
CUST-00770,Gold,North
CUST-00771,Silver,West
CUST-00772,None,South
CUST-00773,Silver,South
CUST-00774,Gold,East
CUST-00775,None,East
CUST-00776,Gold,East
CUST-00777,None,East
CUST-00778,None,West
CUST-00779,Gold,South
CUST-00780,None,West
CUST-00781,Silver,North
CUST-00782,None,South
CUST-00783,None,South
CUST-00784,Silver,West
CUST-00785,None,South
CUST-00786,None,South
CUST-00787,Silver,North
CUST-00788,None,West
CUST-00789,Gold,East
CUST-00790,None,North
CUST-00791,None,East
CUST-00792,None,South
CUST-00793,Silver,South
CUST-00794,Silver,West
CUST-00795,None,West
CUST-00796,Silver,West
CUST-00797,None,North
CUST-00798,None,South
CUST-00799,None,West
CUST-00800,None,South
CUST-00801,Silver,North
CUST-00802,Silver,North
CUST-00803,None,North
CUST-00804,None,North
CUST-00805,Gold,West
CUST-00806,None,South
CUST-00807,None,South
CUST-00808,None,South
CUST-00809,Silver,North
CUST-00810,None,East
CUST-00811,Silver,South
CUST-00812,None,North
CUST-00813,None,West
CUST-00814,None,West
CUST-00815,Silver,South
CUST-00816,Silver,East
CUST-00817,Silver,South
CUST-00818,Gold,North
CUST-00819,None,North
CUST-00820,None,East
CUST-00821,Silver,North
CUST-00822,Silver,North
CUST-00823,Silver,East
CUST-00824,Gold,North
CUST-00825,Gold,West
CUST-00826,None,East
CUST-00827,Gold,South
CUST-00828,Silver,East
CUST-00829,Silver,North
CUST-00830,None,East
CUST-00831,None,North
CUST-00832,None,North
CUST-00833,Silver,South
CUST-00834,Silver,North
CUST-00835,None,East
CUST-00836,Gold,North
CUST-00837,None,West
CUST-00838,None,East
CUST-00839,Silver,West
CUST-00840,Silver,South
CUST-00841,Gold,North
CUST-00842,None,South
CUST-00843,None,North
CUST-00844,Gold,West
CUST-00845,None,East
CUST-00846,None,East
CUST-00847,Silver,South
CUST-00848,Silver,North
CUST-00849,Gold,South
CUST-00850,Silver,North
CUST-00851,Silver,West
CUST-00852,None,South
CUST-00853,None,West
CUST-00854,None,North
CUST-00855,Silver,East
CUST-00856,None,South
CUST-00857,Silver,East
CUST-00858,Silver,North
CUST-00859,None,South
CUST-00860,Silver,West
CUST-00861,None,North
CUST-00862,None,North
CUST-00863,None,South
CUST-00864,None,North
CUST-00865,None,East
CUST-00866,None,South
CUST-00867,None,South
CUST-00868,Gold,North
CUST-00869,Silver,West
CUST-00870,Silver,North
CUST-00871,None,South
CUST-00872,Silver,North
CUST-00873,None,South
CUST-00874,None,North
CUST-00875,Silver,East
CUST-00876,None,North
CUST-00877,None,North
CUST-00878,None,East
CUST-00879,None,South
CUST-00880,Silver,West
CUST-00881,None,West
CUST-00882,Silver,East
CUST-00883,Silver,South
CUST-00884,None,West
CUST-00885,None,West
CUST-00886,None,East
CUST-00887,Silver,East
CUST-00888,Silver,East
CUST-00889,None,West
CUST-00890,None,South
CUST-00891,Silver,East
CUST-00892,None,East
CUST-00893,None,North
CUST-00894,Gold,North
CUST-00895,None,South
CUST-00896,None,East
CUST-00897,Gold,East
CUST-00898,None,North
CUST-00899,None,West
CUST-00900,Gold,East
CUST-00901,Gold,North
CUST-00902,None,West
CUST-00903,Silver,East
CUST-00904,None,South
CUST-00905,None,South
CUST-00906,None,South
CUST-00907,Silver,South
CUST-00908,Gold,South
CUST-00909,None,South
CUST-00910,Gold,South
CUST-00911,None,South
CUST-00912,None,North
CUST-00913,Silver,West
CUST-00914,None,South
CUST-00915,None,North
CUST-00916,Silver,West
CUST-00917,None,South
CUST-00918,None,North
CUST-00919,None,South
CUST-00920,None,West
CUST-00921,None,East
CUST-00922,Silver,West
CUST-00923,Gold,East
CUST-00924,None,East
CUST-00925,None,West
CUST-00926,Gold,East
CUST-00927,Silver,North
CUST-00928,Silver,East
CUST-00929,None,North
CUST-00930,None,East
CUST-00931,Silver,West
CUST-00932,None,East
CUST-00933,None,West
CUST-00934,Silver,North
CUST-00935,None,North
CUST-00936,None,West
CUST-00937,None,South
CUST-00938,None,East
CUST-00939,None,South
CUST-00940,None,West
CUST-00941,None,South
CUST-00942,None,South
CUST-00943,Silver,East
CUST-00944,Silver,North
CUST-00945,Gold,West
CUST-00946,None,West
CUST-00947,Silver,North
CUST-00948,None,East
CUST-00949,None,North
CUST-00950,None,South
CUST-00951,Silver,South
CUST-00952,None,West
CUST-00953,Silver,East
CUST-00954,Gold,East
CUST-00955,None,North
CUST-00956,None,West
CUST-00957,None,North
CUST-00958,None,South
CUST-00959,Gold,West
CUST-00960,None,East
CUST-00961,None,West
CUST-00962,Silver,West
CUST-00963,None,North
CUST-00964,Gold,South
CUST-00965,Silver,South
CUST-00966,Silver,South
CUST-00967,None,West
CUST-00968,Silver,West
CUST-00969,Silver,South
CUST-00970,None,North
CUST-00971,None,West
CUST-00972,Silver,North
CUST-00973,None,South
CUST-00974,Gold,North
CUST-00975,None,South
CUST-00976,Silver,South
CUST-00977,None,North
CUST-00978,None,South
CUST-00979,Silver,East
CUST-00980,Silver,East
CUST-00981,None,West
CUST-00982,None,North
CUST-00983,None,West
CUST-00984,Silver,West
CUST-00985,Silver,South
CUST-00986,Silver,North
CUST-00987,Silver,South
CUST-00988,None,East
CUST-00989,Silver,East
CUST-00990,None,North
CUST-00991,None,North
CUST-00992,Silver,West
CUST-00993,Gold,West
CUST-00994,None,West
CUST-00995,Silver,West
CUST-00996,None,South
CUST-00997,Silver,South
CUST-00998,None,East
CUST-00999,None,East
CUST-01000,None,South
CUST-01001,None,West
CUST-01002,None,South
CUST-01003,None,West
CUST-01004,None,North
CUST-01005,Silver,West
CUST-01006,Silver,East
CUST-01007,None,East
CUST-01008,None,North
CUST-01009,Silver,South
CUST-01010,None,West
CUST-01011,None,West
CUST-01012,None,North
CUST-01013,Gold,North
CUST-01014,None,North
CUST-01015,None,West
CUST-01016,None,North
CUST-01017,Silver,East
CUST-01018,None,East
CUST-01019,None,West
CUST-01020,Silver,East
CUST-01021,None,South
CUST-01022,None,West
CUST-01023,Gold,East
CUST-01024,None,West
CUST-01025,Silver,East
CUST-01026,None,East
CUST-01027,None,East
CUST-01028,None,North
CUST-01029,Silver,West
CUST-01030,Gold,West
CUST-01031,Silver,North
CUST-01032,None,East
CUST-01033,None,South
CUST-01034,None,West
CUST-01035,Gold,South
CUST-01036,None,West
CUST-01037,None,West
CUST-01038,None,West
CUST-01039,None,West
CUST-01040,Gold,East
CUST-01041,Silver,South
CUST-01042,Silver,South
CUST-01043,Silver,North
CUST-01044,Silver,North
CUST-01045,Silver,North
CUST-01046,None,North
CUST-01047,None,West
CUST-01048,None,East
CUST-01049,None,West
CUST-01050,None,South
CUST-01051,None,West
CUST-01052,Silver,South
CUST-01053,Silver,South
CUST-01054,None,West
CUST-01055,None,East
CUST-01056,None,South
CUST-01057,Silver,East
CUST-01058,None,North
CUST-01059,None,North
CUST-01060,Gold,South
CUST-01061,None,East
CUST-01062,None,North
CUST-01063,None,South
CUST-01064,None,East
CUST-01065,None,North
CUST-01066,None,West
CUST-01067,None,East
CUST-01068,None,South
CUST-01069,Silver,East
CUST-01070,Silver,South
CUST-01071,None,North
CUST-01072,Gold,West
CUST-01073,None,West
CUST-01074,None,West
CUST-01075,Silver,South
CUST-01076,Silver,West
CUST-01077,None,South
CUST-01078,Silver,East
CUST-01079,Silver,North
CUST-01080,None,North
CUST-01081,Silver,North
CUST-01082,Gold,West
CUST-01083,Silver,North
CUST-01084,Silver,West
CUST-01085,None,West
CUST-01086,Gold,North
CUST-01087,Silver,South
CUST-01088,None,North
CUST-01089,Silver,East
CUST-01090,Silver,East
CUST-01091,None,East
CUST-01092,Silver,South
CUST-01093,Silver,South
CUST-01094,Silver,North
CUST-01095,None,East
CUST-01096,Silver,East
CUST-01097,None,South
CUST-01098,None,South
CUST-01099,None,West
CUST-01100,None,North
CUST-01101,None,South
CUST-01102,None,North
CUST-01103,None,North
CUST-01104,None,North
CUST-01105,Silver,South
CUST-01106,None,North
CUST-01107,Silver,East
CUST-01108,Silver,North
CUST-01109,None,West
CUST-01110,None,North
CUST-01111,None,North
CUST-01112,None,South
CUST-01113,None,East
CUST-01114,Silver,West
CUST-01115,None,East
CUST-01116,Silver,South
CUST-01117,Gold,West
CUST-01118,None,South
CUST-01119,None,South
CUST-01120,Silver,West
CUST-01121,None,South
CUST-01122,Silver,North
CUST-01123,Silver,West
CUST-01124,None,South
CUST-01125,Silver,South
CUST-01126,None,South
CUST-01127,Silver,West
CUST-01128,Silver,West
CUST-01129,None,West
CUST-01130,None,West
CUST-01131,None,East
CUST-01132,None,South
CUST-01133,None,North
CUST-01134,None,South
CUST-01135,None,West
CUST-01136,Silver,South
CUST-01137,None,North
CUST-01138,None,West
CUST-01139,None,East
CUST-01140,Silver,North
CUST-01141,None,East
CUST-01142,None,South
CUST-01143,Gold,West
CUST-01144,None,West
CUST-01145,Gold,South
CUST-01146,Silver,North
CUST-01147,None,East
CUST-01148,Gold,East
CUST-01149,None,North
CUST-01150,Silver,North
CUST-01151,None,East
CUST-01152,None,West
CUST-01153,None,East
CUST-01154,None,North
CUST-01155,None,West
CUST-01156,None,East
CUST-01157,None,North
CUST-01158,None,South
CUST-01159,Gold,North
CUST-01160,None,North
CUST-01161,None,East
CUST-01162,None,West
CUST-01163,None,North
CUST-01164,Silver,South
CUST-01165,None,East
CUST-01166,Silver,South
CUST-01167,Gold,East
CUST-01168,None,East
CUST-01169,None,West
CUST-01170,None,South
CUST-01171,Silver,West
CUST-01172,None,North
CUST-01173,None,North
CUST-01174,Gold,East
CUST-01175,None,North
CUST-01176,Silver,East
CUST-01177,None,South
CUST-01178,Silver,South
CUST-01179,None,North
CUST-01180,None,South
CUST-01181,None,East
CUST-01182,None,West
